act_id,act_base,congress,stat_volume,date_text,year,act_section,stat_page,us_title,us_section,status,source_file
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,29,118,,,R.S. Sec 1033,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,29,118,,,R.S. Sec 1034,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,30,119,,,R.S. Sec 1032,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,31,119,,,R.S. Sec 5329,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,32,119,,,R.S. Sec 1043,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,32,119,,,R.S. Sec 1044,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,32,119,,,R.S. Sec 1045,1790_9_20250926_173738.html
1790:9,1790_9,1st Cong.,1 Stat.,"Apr. 30, 1790",1790,33,119,,,R.S. Sec 5325,1790_9_20250926_173738.html
,1790_11,,,,,,122,,,R.S. Sec 905,1790_11_20250926_180938.html
,1790_17,,,,,1,126,,,R.S. Sec 531,1790_17_20250926_180938.html
,1790_17,,,,,1,126,,,R.S. Sec 608,1790_17_20250926_180938.html
,1790_17,,,,,1,126,,,R.S. Sec 767,1790_17_20250926_180938.html
,1790_17,,,,,1,126,,,R.S. Sec 776,1790_17_20250926_180938.html
,1790_17,,,,,2,126,,,R.S. Sec 551,1790_17_20250926_180938.html
,1790_21,,,,,1,128,,,R.S. Sec 608,1790_21_20250926_180938.html
,1790_21,,,,,2,128,,,R.S. Sec 531,1790_21_20250926_180938.html
,1790_21,,,,,2,128,,,R.S. Sec 551,1790_21_20250926_180938.html
,1790_28,,,,,1,130,,,R.S. Sec 1795,1790_28_20250926_180938.html
,1790_28,,,,,6,130,,,R.S. Sec 1796,1790_28_20250926_180938.html
,1790_29,,,,,1,131,,,R.S. Sec 4520,1790_29_20250926_180938.html
,1790_29,,,,,1,131,,,R.S. Sec 4521,1790_29_20250926_180938.html
,1790_29,,,,,2,131,,,R.S. Sec 4522,1790_29_20250926_180938.html
,1790_29,,,,,3,132,,,R.S. Sec 4556,1790_29_20250926_180938.html
,1790_29,,,,,3,132,,,R.S. Sec 4557,1790_29_20250926_180938.html
,1790_29,,,,,3,132,,,R.S. Sec 4558,1790_29_20250926_180938.html
,1790_29,,,,,4,133,,,R.S. Sec 4537,1790_29_20250926_180938.html
,1790_29,,,,,4,133,,,R.S. Sec 4601,1790_29_20250926_180938.html
,1790_29,,,,,6,133,,,R.S. Sec 4529,1790_29_20250926_180938.html
,1790_29,,,,,6,133,,,R.S. Sec 4530,1790_29_20250926_180938.html
,1790_29,,,,,6,133,,,R.S. Sec 4546,1790_29_20250926_180938.html
,1790_29,,,,,6,133,,,R.S. Sec 4547,1790_29_20250926_180938.html
,1790_29,,,,,7,134,,,R.S. Sec 4598,1790_29_20250926_180938.html
,1790_29,,,,,9,135,,,R.S. Sec 4564,1790_29_20250926_180938.html
,1790_29,,,,,,135,,,R.S. Sec 4219,1790_29_20250926_180938.html
,1790_35,,,,,67,176,,,R.S. Sec 919,1790_35_20250926_180938.html
,1790_35,,,,,67,176,,,R.S. Sec 923,1790_35_20250926_180938.html
,1790_35,,,,,67,176,,,R.S. Sec 938,1790_35_20250926_180938.html
,1790_35,,,,,67,176,,,R.S. Sec 940,1790_35_20250926_180938.html
,1790_35,,,,,67,176,,,R.S. Sec 941,1790_35_20250926_180938.html
,1790_35,,,,,68,177,,,R.S. Sec 939,1790_35_20250926_180938.html
